tsn,mv_code_name,birst_code_name,mv_external_product_name,birst_external_product_name,mv_partner_parent_name,birst_partner_parent_name,mv_service_state,birst_service_state,mv_dg_tivomax_promo,birst_dg_tivomax_promo,mv_dg_tivomax_adroll,birst_dg_tivomax_adroll,mv_dg_tivomax_noadroll,birst_dg_tivomax_noadroll,mv_dg_retail_tivo_s5_us,birst_dg_retail_tivo_s5_us,mv_dg_retail_tivo_s6_us,birst_dg_retail_tivo_s6_us,mv_dg_retail_tivo_s7_us,birst_dg_retail_tivo_s7_us,mv_dg_retail_tivo_notuner_s6_us,birst_dg_retail_tivo_notuner_s6_us,mv_dg_webkit_tivoplus,birst_dg_webkit_tivoplus,mv_series,birst_series,mv_dg_webkit_tubitv,birst_dg_webkit_tubitv,mv_dg_webkit_plutotv,birst_dg_webkit_plutotv,,code_name_status,external_product_name_status,partner_parent_name_status,service_state_status,dg_tivomax_promo_status,dg_tivomax_adroll_status,dg_tivomax_noadroll_status,dg_retail_tivo_s5_us_status,dg_retail_tivo_s6_us_status,dg_retail_tivo_s7_us_status,dg_retail_tivo_notuner_s6_us_status,dg_webkit_tivoplus_status,series_status,dg_webkit_tubitv_status,dg_webkit_plutotv_status
D690CF6D61024FA,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690D050EA387FA,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690D59813EE865,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690F5B02C34CD8,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690FD8CDE2441C,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005029663,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002354C60,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00037CF0C9,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003E82115,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00040A909A,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
848430190BCC72A,Argon 6,Argon 6,Roamio Plus,Roamio Plus,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,5,5,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000002A7B279,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000002EB2ED2,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0000031151F0,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0000033A7DF6,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0000035F2018,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005093388,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6904AF978A0769,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,8,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003618380,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9509EE063E19C7,DexterR,DexterM,4K Mini,4K Mini MSO,Blue Stream,Blue Stream,22,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,6,6,N,N,N,N,,Mismatch,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004976005,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D160781C173DA30,Smartbox,Smartbox,Arris Smartbox,Arris Smartbox,Blue Stream,Blue Stream,3,8,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6901B125AFF052,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,8,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005197744,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000521050B,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9500D86B3E68E4,DexterR,DexterM,4K Mini,4K Mini MSO,Blue Stream,Blue Stream,22,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,6,6,N,N,N,N,,Mismatch,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00027B85C2,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00034D1A0C,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003CCC898,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00016B83F4,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002018C16,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003D7B837,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000187BF5E,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000306D56A,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D1601D344B43F5E,Smartbox,Smartbox,Arris Smartbox,Arris Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D160DE34C939A4D,Smartbox,Smartbox,Arris Smartbox,Arris Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6909FD48F102B5,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00028E64A9,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002A057D3,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0000035F85A3,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0000B14BC0,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000003081394,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000419A0A2,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002AB881A,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000346EA34,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0000A3C75A,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00029FCB31,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003181D9B,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00031E78E5,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001AA600E,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00022C4FBB,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000002A42478,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A8F0F00008D21B9,TVE,TVE,Unmanaged,Unmanaged,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002FEAAD4,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000001D02DF2,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000001DBDEE1,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003EFFC53,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690E80DA686ED7,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003229925,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003229D19,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6909C81C1EABD3,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000497013D,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005221915,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6901E05D996E92,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690C246C33BF49,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A8F0F0000437F48,TVE,TVE,Unmanaged,Unmanaged,Blue Stream,Blue Stream,22,11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690F29CA124F55,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000002E29E92,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0000037F9874,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D160403DC63AAF5,Smartbox,Smartbox,Arris Smartbox,Arris Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004981025,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005047704,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005172364,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690C14F71C6477,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690C97715A561B,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003BE42B8,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6904F479E24B22,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0000AA4D22,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0000D48AC3,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002BC797D,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003F7676B,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00040CEDDE,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005153769,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,8,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69069B5DBC1249,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005209997,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690AF2C508AF38,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69090422E3F779,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
